,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.19999999999999996,0.8401820797457755,0.03920726601249651,0.12061065424172804,0.9413879437632406,0.8392591834790741,0.8392591834790741,0.024259766600016518,0.009225330600020242
0.4,0.8472087031205268,0.043675923275121674,0.10911537360435157,0.9347057564733575,0.8514130296935646,0.8514130296935646,0.01123934139998255,0.01469988280000507
0.6,0.8470305320565122,0.046549577017219915,0.10641989092626787,0.9304102201964433,0.853978904952652,0.853978904952652,0.007159650999983569,0.021288823999998385
0.8,0.8486430779800755,0.0469941600824459,0.10436276193747851,0.9297470792142765,0.856317703016731,0.856317703016731,0.004222035200018581,0.028069144999949457
