epoch,accuracy,loss,precision,recall
0,0.6870312690734863,0.5966019034385681,0.8834080696105957,0.4309374988079071
1,0.8706250190734863,0.37019991874694824,0.8678659796714783,0.8743749856948853
2,0.8907812237739563,0.28177377581596375,0.8815990090370178,0.9028124809265137
3,0.9048437476158142,0.24399060010910034,0.8962985873222351,0.9156249761581421
4,0.9098437428474426,0.22694313526153564,0.9081854820251465,0.9118750095367432
5,0.9196875095367432,0.2117844969034195,0.9282525777816772,0.9096875190734863
6,0.9178125262260437,0.203632652759552,0.9201759696006775,0.9150000214576721
7,0.9248437285423279,0.19164589047431946,0.9300854206085205,0.918749988079071
8,0.932812511920929,0.17425449192523956,0.943341851234436,0.9209374785423279
9,0.9384375214576721,0.16927044093608856,0.9420289993286133,0.934374988079071
