epoch,accuracy,loss,precision,recall
0,0.7367187738418579,0.5881936550140381,0.6698049902915955,0.9337499737739563
1,0.8707812428474426,0.34617331624031067,0.8654142022132874,0.878125011920929
2,0.8910937309265137,0.2865125834941864,0.8899968862533569,0.8924999833106995
3,0.8984375,0.26519137620925903,0.8989361524581909,0.8978124856948853
4,0.9051562547683716,0.24594566226005554,0.9078326225280762,0.9018750190734863
5,0.9125000238418579,0.22492724657058716,0.9190475940704346,0.9046875238418579
6,0.9193750023841858,0.21491996943950653,0.928206741809845,0.9090625047683716
7,0.9239062666893005,0.20423924922943115,0.9351940751075745,0.910937488079071
8,0.9296875,0.19208578765392303,0.9409878253936768,0.9168750047683716
9,0.9312499761581421,0.18763786554336548,0.9411764740943909,0.9200000166893005
