epoch,accuracy,loss,precision,recall
0,0.7018749713897705,0.5956363081932068,0.8220338821411133,0.5153124928474426
1,0.864062488079071,0.376801460981369,0.8504813313484192,0.8834375143051147
2,0.8868749737739563,0.2985328137874603,0.8753790259361267,0.9021875262260437
3,0.9020312428474426,0.2556115388870239,0.8986675143241882,0.90625
4,0.9076562523841858,0.24029581248760223,0.9072744250297546,0.9081249833106995
5,0.9143750071525574,0.22339008748531342,0.9196202754974365,0.9081249833106995
6,0.9214062690734863,0.21517549455165863,0.9298692941665649,0.9115625023841858
7,0.9295312762260437,0.19891077280044556,0.9353817105293274,0.9228125214576721
8,0.928906261920929,0.19396331906318665,0.9347481727600098,0.9221875071525574
9,0.9307812452316284,0.1834573596715927,0.9352699518203735,0.9256250262260437
