epoch,accuracy,loss,precision,recall
0,0.742968738079071,0.5629920363426208,0.7865831255912781,0.6668750047683716
1,0.874218761920929,0.31454333662986755,0.8618918061256409,0.8912500143051147
2,0.8959375023841858,0.26518604159355164,0.8949501514434814,0.8971874713897705
3,0.9017187356948853,0.24004028737545013,0.8993476033210754,0.9046875238418579
4,0.9135937690734863,0.2209852784872055,0.9163258671760559,0.9103124737739563
5,0.9209374785423279,0.2050790637731552,0.9281627535820007,0.9125000238418579
6,0.9264062643051147,0.19260841608047485,0.9338632822036743,0.9178125262260437
7,0.9332812428474426,0.1815492957830429,0.9411390423774719,0.9243749976158142
8,0.9370312690734863,0.17035607993602753,0.9407500624656677,0.932812511920929
9,0.9415624737739563,0.16564218699932098,0.9488564133644104,0.9334375262260437
