epoch,accuracy,loss,precision,recall
0,0.5057812333106995,0.696403980255127,0.5035971403121948,0.809374988079071
1,0.5634375214576721,0.6891136169433594,0.5502724051475525,0.6943749785423279
2,0.6248437762260437,0.6828029751777649,0.6266244053840637,0.6178125143051147
3,0.6606249809265137,0.6739140152931213,0.6631746292114258,0.6528124809265137
4,0.6990625262260437,0.6633594036102295,0.708578884601593,0.6762499809265137
5,0.706250011920929,0.6506980061531067,0.7152642011642456,0.6853125095367432
6,0.7440624833106995,0.6308553218841553,0.7524240612983704,0.7275000214576721
7,0.765625,0.6042723655700684,0.7765126824378967,0.7459375262260437
8,0.7760937213897705,0.5783364772796631,0.7873170971870422,0.7565624713897705
9,0.7950000166893005,0.5434643626213074,0.7953692078590393,0.7943750023841858
