epoch,accuracy,loss,precision,recall
0,0.5268750190734863,0.6900236010551453,0.6077694296836853,0.15156249701976776
1,0.5584375262260437,0.6889311075210571,0.6438461542129517,0.2615624964237213
2,0.5810937285423279,0.6876288056373596,0.6703873872756958,0.3190625011920929
3,0.6056249737739563,0.6862166523933411,0.6612595319747925,0.43312498927116394
4,0.6232812404632568,0.6845002174377441,0.6782647967338562,0.4690625071525574
5,0.6409375071525574,0.6828405261039734,0.6959165930747986,0.5006250143051147
6,0.6468750238418579,0.6798778772354126,0.7050610780715942,0.5049999952316284
7,0.6620312333106995,0.6778438091278076,0.7183157801628113,0.5331249833106995
8,0.6712499856948853,0.6738510131835938,0.722764253616333,0.5556250214576721
9,0.6787499785423279,0.6691815257072449,0.732520341873169,0.5631250143051147
