epoch,accuracy,loss,precision,recall
0,0.7435937523841858,0.5700101256370544,0.8284871578216553,0.6143749952316284
1,0.8837500214576721,0.2948981523513794,0.8721212148666382,0.8993750214576721
2,0.8978124856948853,0.2473146766424179,0.8943618535995483,0.9021875262260437
3,0.9073437452316284,0.22689855098724365,0.9024389982223511,0.9134374856948853
4,0.9159374833106995,0.20772401988506317,0.9238853454589844,0.9065625071525574
5,0.9242187738418579,0.19239725172519684,0.9330143332481384,0.9140625
6,0.9268749952316284,0.17852552235126495,0.9339262843132019,0.918749988079071
7,0.9315624833106995,0.17090445756912231,0.940089225769043,0.921875
8,0.9312499761581421,0.16480137407779694,0.9383735656738281,0.9231250286102295
9,0.9384375214576721,0.1547502875328064,0.9514157176017761,0.9240624904632568
