epoch,accuracy,loss,precision,recall
0,0.7757812738418579,0.5213791131973267,0.803368866443634,0.7303125262260437
1,0.8876562714576721,0.2806270718574524,0.8797061443328857,0.8981249928474426
2,0.9043750166893005,0.24297279119491577,0.9061518907546997,0.9021875262260437
3,0.9145312309265137,0.2161070853471756,0.9215125441551208,0.90625
4,0.9300000071525574,0.19450153410434723,0.9373807907104492,0.9215624928474426
5,0.9337499737739563,0.18132907152175903,0.9367526769638062,0.9303125143051147
6,0.9340624809265137,0.17297415435314178,0.9415130615234375,0.9256250262260437
7,0.9401562213897705,0.16443628072738647,0.9453051090240479,0.934374988079071
8,0.9440624713897705,0.15349198877811432,0.946855366230011,0.9409375190734863
9,0.9485937356948853,0.14677555859088898,0.9515570998191833,0.9453125
