epoch,accuracy,loss,precision,recall
0,0.5110937356948853,0.6971843242645264,0.5058513283729553,0.9590625166893005
1,0.5249999761581421,0.6912169456481934,0.5138217210769653,0.9293749928474426
2,0.5804687738418579,0.6857094764709473,0.5486124157905579,0.9081249833106995
3,0.6715624928474426,0.6785299777984619,0.6272011399269104,0.8459374904632568
4,0.7214062213897705,0.6687580943107605,0.6731004118919373,0.8609374761581421
5,0.7674999833106995,0.656721293926239,0.7294906377792358,0.8503124713897705
6,0.7957812547683716,0.6399884223937988,0.7635756134986877,0.8568750023841858
7,0.8068749904632568,0.6186960339546204,0.772475004196167,0.8700000047683716
8,0.8256250023841858,0.5904016494750977,0.7983963489532471,0.8712499737739563
9,0.8321874737739563,0.5565335154533386,0.8074031472206116,0.8725000023841858
