epoch,accuracy,loss,precision,recall
0,0.8251562714576721,0.4440569579601288,0.8045068979263306,0.8590624928474426
1,0.8817187547683716,0.28486168384552,0.8808855414390564,0.8828125
2,0.8985937237739563,0.250090092420578,0.9037669897079468,0.8921874761581421
3,0.914843738079071,0.2278904765844345,0.926437497138977,0.9012500047683716
4,0.9203125238418579,0.2189949005842209,0.9299871921539307,0.9090625047683716
5,0.9271875023841858,0.20306414365768433,0.9381410479545593,0.9146875143051147
6,0.9321874976158142,0.18956856429576874,0.9384908080101013,0.925000011920929
7,0.9354687333106995,0.18017174303531647,0.9414000511169434,0.9287499785423279
8,0.9412500262260437,0.16838909685611725,0.94291090965271,0.9393749833106995
9,0.9420312643051147,0.16478805243968964,0.9452313780784607,0.9384375214576721
