epoch,accuracy,loss,precision,recall
0,0.6926562786102295,0.6342674493789673,0.6415614485740662,0.8731250166893005
1,0.81640625,0.4085594415664673,0.7770177721977234,0.887499988079071
2,0.8721874952316284,0.31355810165405273,0.8589511513710022,0.890625
3,0.8843749761581421,0.27539923787117004,0.876838207244873,0.8943750262260437
4,0.8907812237739563,0.25841307640075684,0.8918834328651428,0.8893749713897705
5,0.8998437523841858,0.24385955929756165,0.9027384519577026,0.8962500095367432
6,0.8996875286102295,0.23786580562591553,0.9050031900405884,0.8931249976158142
7,0.9045312404632568,0.22012034058570862,0.9084884524345398,0.8996875286102295
8,0.9135937690734863,0.20800617337226868,0.9165879487991333,0.9100000262260437
9,0.9143750071525574,0.20787768065929413,0.9231014847755432,0.9040625095367432
