epoch,accuracy,loss,precision,recall
0,0.6898437738418579,0.5991895198822021,0.8666264414787292,0.44874998927116394
1,0.8712499737739563,0.4347120523452759,0.878343939781189,0.8618749976158142
2,0.8807812333106995,0.34915220737457275,0.8644929528236389,0.903124988079071
3,0.8920312523841858,0.30611833930015564,0.8743658661842346,0.9156249761581421
4,0.9024999737739563,0.28202271461486816,0.8844776153564453,0.9259374737739563
5,0.9057812690734863,0.26654839515686035,0.887959361076355,0.9287499785423279
6,0.9060937762260437,0.2561286687850952,0.8857227563858032,0.9325000047683716
7,0.9143750071525574,0.23944760859012604,0.897243857383728,0.9359375238418579
8,0.917187511920929,0.23293742537498474,0.8956727981567383,0.9443749785423279
9,0.9164062738418579,0.21742160618305206,0.898594081401825,0.9387500286102295
