epoch,accuracy,loss,precision,recall
0,0.6807812452316284,0.6333631277084351,0.7787951827049255,0.5049999952316284
1,0.844531238079071,0.42135506868362427,0.8452865481376648,0.8434374928474426
2,0.8764062523841858,0.3347655236721039,0.8691388368606567,0.8862500190734863
3,0.8899999856948853,0.2967427670955658,0.8914679884910583,0.8881250023841858
4,0.897656261920929,0.274644672870636,0.9005351066589355,0.8940625190734863
5,0.9046875238418579,0.2581563889980316,0.9067211151123047,0.9021875262260437
6,0.9087499976158142,0.24230948090553284,0.9173579812049866,0.8984375
7,0.9140625,0.22773246467113495,0.9211697578430176,0.9056249856948853
8,0.9131249785423279,0.22222265601158142,0.9188846349716187,0.90625
9,0.9203125238418579,0.21058402955532074,0.9242902398109436,0.9156249761581421
