,train_ratio,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.19999999999999996,0.19999999999999996,0.913696777102613,0.03669508084083052,0.04960814205655638,0.9451434807729344,0.927368993007178,0.927368993007178,0.01786749580060132,0.2977031411999633
0.4,0.4,0.9229773833381048,0.028634411680503864,0.04838820498139136,0.957192381767601,0.9297367176403171,0.9297367176403171,0.011851148800269584,0.7173594575997413
0.6,0.6,0.9280714561772662,0.024408468244084682,0.047520075578649026,0.9635103036528214,0.931335451413627,0.931335451413627,0.008471949199883966,1.2451036937996833
0.8,0.8,0.9297835795259362,0.023892133287530058,0.04632428718653384,0.9642829631531648,0.9330049573248773,0.9330049573248773,0.005284372999813059,1.9540087616001984
