,train_ratio,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.19999999999999996,0.19999999999999996,0.913486354754901,0.029686728361926436,0.05682691688317265,0.9556204660717725,0.9183668493906533,0.9183668493906533,0.01049923780010431,0.4960046614000021
0.4,0.4,0.9148983681649012,0.02890352132837103,0.05619811050672774,0.9567900706184463,0.9192821981462125,0.9192821981462125,0.0015102480003406527,0.5672104511999351
0.6,0.6,0.9154893288100656,0.0287885944947825,0.0557220766951518,0.9569621878410477,0.9199256370187545,0.9199256370187545,0.0011274983997282106,0.8434415541996714
0.8,0.8,0.91777739608382,0.027585022329096532,0.05463758158708347,0.9587623571703684,0.9214985994299323,0.9214985994299323,0.0008719388002646156,1.675655760999507
