,train_ratio,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.19999999999999996,0.19999999999999996,0.842625555579413,0.038382753956154855,0.11899169046443217,0.9426205302689864,0.841246804359373,0.841246804359373,0.03865424260002328,0.013385274399843184
0.4,0.4,0.8468308044660751,0.04353850558259376,0.10963068995133123,0.9349111919537769,0.8508440585672592,0.8508440585672592,0.005400366400499479,0.007422573599251336
0.6,0.6,0.8506462833340491,0.04453128354876111,0.10482243311718983,0.9334274892469667,0.8562617062104738,0.8562617062104738,0.003488656599802198,0.01022465780042694
0.8,0.8,0.8519580900034353,0.04749227069735486,0.10054963929920988,0.9290024393375272,0.8607384186549811,0.8607384186549811,0.0020468535996769786,0.013398159600183136
