,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.19999999999999996,0.9152813862108948,0.03548407875807872,0.04923453503102655,0.9469538422032484,0.9279814733830495,0.9279814733830495,0.028685567199954676,0.7787972580000314
0.4,0.9220040080160322,0.028823361007729746,0.049172630976238196,0.9569099079820245,0.9286646502919919,0.9286646502919919,0.01836271559996021,1.3101663173999896
0.6,0.9274960278266844,0.025078369905956112,0.047425602267359465,0.962508827116903,0.9313940246024656,0.9313940246024656,0.013149093800075206,2.375329440999985
0.8,0.9289419443490209,0.02408107179663346,0.04697698385434559,0.9640005135447426,0.9321077123603491,0.9321077123603491,0.0071240384000248015,3.742693844999985
